scenario,step,time_index,timestamp,P_i,P_e,P_pv,P_pv_actual,P_pv_used,P_curt,P_ul,P_ul_actual,P_b_ch,P_b_dsc,P_fc,P_ely,P_g,P_c,P_h,P_pev,SoC_b,SoH_h,T_in,T_ex,T_ex_forecast,T_sp,comfort_low,comfort_high,SoC_pev,UR_pev,c_l,p_e,step_cost,objective,power_balance_residual,slack_pev,slack_temp_low,slack_temp_high,delta_i,delta_e,delta_b_ch,delta_b_dsc,delta_fc,delta_ely,delta_g,delta_c,delta_h
scenario_A_summer_cf_0_15,22,4702,2022-07-15 22:00:00,94.56364086215285,0.0,0.0,0.0,0.0,0.0,214.27278213639107,212.27779203196872,0.0,0.0,0.0,0.0,120.0,0.29085872576177646,0.0,0.0,0.1,0.5,24.0,25.37921721759141,25.05000000000001,22.0,20.0,24.0,0.8,1.0,0.54858,0.43321,75.8757221041598,1273.7308605456874,3.164135620181696e-15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,23,4703,2022-07-15 23:00:00,161.19249044404114,0.0,0.0,0.0,0.0,0.0,241.43029571514788,263.6454679802837,39.49072658484893,0.0,0.0,0.0,120.0,0.27146814404432834,0.0,0.0,0.3679727875400463,0.5,24.0,25.04669149278547,24.980000000000018,22.0,20.0,24.0,0.8,1.0,0.46868,0.5,99.5476964213132,1280.7648647371893,7.105427357601002e-15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,24,4704,2022-07-16 00:00:00,118.73670502209211,0.0,0.0,0.0,0.0,0.0,238.71454435727216,227.47945232384424,0.0,0.0,0.0,0.0,120.00000000000001,0.022160664819951895,0.0,0.0,0.3679727875400463,0.5,24.0,23.93252592604894,24.08000000000004,22.0,20.0,24.0,0.8,1.0,0.46868,0.43371,79.64951890975414,1233.9737785694222,-2.1788126858268697e-15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,25,4705,2022-07-16 01:00:00,105.40736270368134,0.0,0.0,0.0,0.0,0.0,225.40736270368137,246.27595894342147,-3.272236283105725e-14,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.3679727875400461,0.5,23.981176284177153,23.969072826890038,23.850000000000023,22.0,20.0,24.0,0.8,1.0,0.46868,0.405,73.40232275196138,1212.225462518956,4.30065340065324e-15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,26,4706,2022-07-16 02:00:00,61.6837658418829,0.0,0.0,0.0,0.0,0.0,181.68376584188292,163.19873688924244,-1.6361181415528624e-14,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.367972787540046,0.5,23.87059620442259,23.113446791649125,23.100000000000023,22.0,20.0,24.0,0.8,1.0,0.46868,0.39874,52.90994737477368,1214.1346900385697,1.6361181415528624e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,27,4707,2022-07-16 03:00:00,63.041641520820775,0.0,0.0,0.0,0.0,0.0,183.04164152082078,206.15087793855267,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.367972787540046,0.5,23.687303885196037,22.478342933721713,22.410000000000025,22.0,20.0,24.0,0.8,1.0,0.46868,0.39943,53.54635654797828,1233.8633744079118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,28,4708,2022-07-16 04:00:00,105.67893783946893,0.0,0.0,0.0,0.0,0.0,225.67893783946892,247.18638681914948,8.180590707764312e-15,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.36797278754004603,0.5,23.466777292200575,22.361454581352756,21.930000000000007,22.0,20.0,24.0,0.8,1.0,0.46868,0.39387,73.52960458660229,1252.319240430845,-8.180590707764312e-15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,29,4709,2022-07-16 05:00:00,95.1214252536074,0.0,5.6691601416853095,0.0,5.6691601416853095,0.0,220.7905853952927,210.81286009290028,-1.6361181415528624e-14,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.3679727875400459,0.5,23.401926166253347,22.899212426107304,22.950000000000045,22.0,20.0,24.0,0.8,1.0,0.46868,0.39091000000000004,68.58150958786072,1227.881128179789,1.6361181415528624e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,30,4710,2022-07-16 06:00:00,84.58369955135763,0.0,28.970917225950785,30.95585017211074,28.970917225950785,0.0,233.5546167773084,237.78569743542627,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.3679727875400459,0.5,23.530940630862375,24.459326797639058,24.430000000000007,22.0,20.0,24.0,0.8,1.0,0.46868,0.5,63.64268830573029,1203.6753280501077,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,31,4711,2022-07-16 07:00:00,0.0,0.0,59.74389448173006,61.73584264590561,59.74389448173006,0.0,203.40977670488837,204.46770808221578,0.0,23.66588222315832,0.0,0.0,120.0,0.0,0.0,0.0,0.18014832545148785,0.5,23.986356512655014,26.86637655937896,27.160000000000025,22.0,20.0,24.0,0.8,1.0,0.54858,0.5,24.0,1194.634008852551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
